Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG46,OUT018,1558.0
DRC01,OUT010,-1056.0
FDB15,OUT027,5630.0
NCA17,OUT027,3850.0
FDF10,OUT046,2406.0
FDR26,OUT027,4334.0
FDI02,OUT049,1942.0
NCM54,OUT010,90.0
FDF14,OUT013,2440.0
FDJ33,OUT010,54.0
FDM20,OUT035,4030.0
FDC03,OUT027,4630.0
NCX05,OUT046,1854.0
NCM41,OUT027,2946.0
NCU29,OUT010,410.0
FDQ59,OUT017,1478.0
FDH46,OUT010,-238.0
FDH09,OUT013,880.0
NCD06,OUT045,662.0
FDC15,OUT035,2602.0
DRD37,OUT027,2250.0
FDT28,OUT027,3878.0
FDR28,OUT027,4134.0
FDT38,OUT017,1482.0
FDV34,OUT027,2766.0
FDY52,OUT035,1186.0
FDB34,OUT013,1432.0
DRL23,OUT018,1398.0
DRB24,OUT046,2478.0
FDJ50,OUT046,926.0
FDQ49,OUT035,2646.0
FDP20,OUT035,2142.0
FDV19,OUT027,4062.0
NCR54,OUT045,2990.0
FDO09,OUT010,2218.0
FDS57,OUT018,1978.0
FDN10,OUT049,1998.0
FDV23,OUT049,2118.0
FDY28,OUT049,3526.0
DRG51,OUT013,2612.0
FDD45,OUT019,-378.0
NCL18,OUT027,4490.0
NCM29,OUT013,2084.0
FDF17,OUT027,4606.0
FDE22,OUT017,2654.0
FDQ22,OUT017,730.0
FDS01,OUT013,2888.0
FDW35,OUT027,2214.0
FDJ33,OUT046,2046.0
NCF54,OUT035,2838.0
FDE09,OUT013,1800.0
NCE06,OUT045,2446.0
DRH49,OUT049,1430.0
FDY43,OUT045,2622.0
NCT05,OUT017,4072.0
FDZ34,OUT045,2958.0
FDL38,OUT017,1546.0
FDZ31,OUT017,3126.0
FDR14,OUT035,1054.0
NCN54,OUT049,1374.0
NCC42,OUT027,3682.0
FDK08,OUT017,1718.0
FDP59,OUT013,1768.0
FDV22,OUT035,2690.0
FDD33,OUT035,3838.0
DRE60,OUT027,5058.0
FDK52,OUT046,3606.0
FDA02,OUT017,2460.0
FDM56,OUT049,1870.0
FDE57,OUT035,2406.0
FDM32,OUT045,1370.0
NCQ30,OUT027,3402.0
FDQ27,OUT027,3214.0
FDT60,OUT027,3494.0
FDU43,OUT049,3950.0
NCO55,OUT035,1818.0
FDG02,OUT045,2958.0
FDJ28,OUT013,3056.0
FDP40,OUT045,1758.0
FDJ38,OUT045,2982.0
NCC54,OUT017,3856.0
NCZ41,OUT046,1998.0
FDK38,OUT019,510.0
FDU52,OUT013,2496.0
FDC40,OUT046,1302.0
NCR30,OUT017,1260.0
NCN18,OUT017,1828.0
FDB50,OUT035,1406.0
FDG04,OUT013,3024.0
FDR26,OUT035,2966.0
NCT17,OUT018,2654.0
FDX35,OUT027,5110.0
FDS12,OUT046,2046.0
NCZ29,OUT027,3466.0
FDB38,OUT010,694.0
FDP12,OUT013,704.0
FDP22,OUT046,918.0
FDS26,OUT018,3814.0
FDR52,OUT046,3102.0
DRJ13,OUT046,2582.0
FDU48,OUT027,3590.0
FDE29,OUT035,1130.0
NCT29,OUT049,2030.0
DRK37,OUT018,2686.0
FDK55,OUT046,1454.0
FDR07,OUT046,1574.0
FDO21,OUT027,5086.0
FDK46,OUT049,4230.0
FDB12,OUT045,1634.0
FDT31,OUT027,4502.0
FDJ33,OUT045,1946.0
FDC26,OUT027,3246.0
NCQ02,OUT045,2878.0
FDP08,OUT010,1170.0
FDB11,OUT027,5070.0
FDV55,OUT013,2360.0
FDW20,OUT049,2070.0
NCJ18,OUT019,-6.0
FDC41,OUT018,926.0
FDE14,OUT027,3166.0
FDG35,OUT013,2864.0
FDF45,OUT035,1142.0
FDS19,OUT027,2790.0
FDS58,OUT019,714.0
FDA26,OUT017,3602.0
FDM32,OUT049,1550.0
FDL45,OUT046,2054.0
FDZ55,OUT049,2662.0
FDY37,OUT049,2414.0
FDO46,OUT046,3094.0
FDQ60,OUT046,1966.0
FDA19,OUT018,1786.0
FDL15,OUT046,2486.0
FDM10,OUT018,3070.0
NCL05,OUT017,768.0
DRK49,OUT010,-1208.0
NCE18,OUT027,5426.0
FDG40,OUT049,710.0
DRI59,OUT045,3426.0
FDK28,OUT035,4186.0
NCD06,OUT019,-1134.0
FDO11,OUT019,2130.0
FDK27,OUT046,1950.0
FDT43,OUT027,2342.0
FDD38,OUT018,1398.0
FDA16,OUT049,3598.0
FDL14,OUT027,3982.0
NCM17,OUT049,822.0
FDD20,OUT045,1914.0
FDA40,OUT045,1386.0
FDL43,OUT045,1198.0
FDV15,OUT045,1562.0
FDE52,OUT046,1518.0
NCL17,OUT010,334.0
NCJ31,OUT045,3642.0
FDR60,OUT045,1186.0
NCA18,OUT035,1966.0
FDS21,OUT027,2574.0
FDW09,OUT035,1462.0
FDL26,OUT035,2602.0
FDS47,OUT018,1134.0
FDC39,OUT046,3270.0
FDT51,OUT035,1978.0
FDK40,OUT035,4302.0
NCG19,OUT045,3594.0
FDZ07,OUT046,1078.0
FDF08,OUT027,2966.0
FDO04,OUT013,952.0
FDK41,OUT018,1042.0
FDP15,OUT049,4142.0
NCD43,OUT018,1358.0
NCP18,OUT013,2364.0
FDZ51,OUT046,1566.0
DRH13,OUT035,1882.0
FDF38,OUT045,646.0
NCI43,OUT045,714.0
FDM38,OUT027,2422.0
FDS03,OUT013,1088.0
DRJ47,OUT017,2800.0
FDT50,OUT010,-326.0
FDV02,OUT046,2766.0
NCG18,OUT017,1724.0
FDW52,OUT046,2686.0
FDS40,OUT035,774.0
FDN31,OUT017,3110.0
FDA37,OUT045,1930.0
FDA15,OUT046,3974.0
FDL39,OUT046,2934.0
FDJ53,OUT045,1874.0
FDX22,OUT013,3408.0
NCZ42,OUT045,3662.0
FDD56,OUT027,4318.0
FDD40,OUT017,3196.0
FDS50,OUT013,3520.0
NCN14,OUT013,2908.0
FDT15,OUT013,2976.0
NCS18,OUT027,3194.0
NCO26,OUT010,-122.0
FDF58,OUT018,726.0
NCB19,OUT013,1388.0
FDH26,OUT017,2378.0
DRB24,OUT027,3922.0
FDA49,OUT018,1102.0
FDB32,OUT045,1474.0
FDI36,OUT017,3238.0
NCA17,OUT010,426.0
FDH22,OUT013,2016.0
NCM26,OUT018,2114.0
FDT15,OUT027,4438.0
FDB16,OUT018,1114.0
NCP54,OUT027,3434.0
FDJ36,OUT013,1704.0
FDO28,OUT045,1838.0
FDU09,OUT013,968.0
FDF29,OUT017,2190.0
FDY08,OUT013,2288.0
DRJ59,OUT018,330.0
FDT23,OUT027,2814.0
FDU15,OUT018,394.0
FDT47,OUT013,1632.0
FDI53,OUT019,754.0
FDR59,OUT018,3878.0
FDD53,OUT035,834.0
FDY51,OUT017,3554.0
FDT04,OUT049,758.0
FDU51,OUT049,2950.0
FDG14,OUT035,2598.0
NCU06,OUT045,3534.0
DRG25,OUT046,2974.0
DRH49,OUT035,1498.0
FDN15,OUT035,2374.0
FDL43,OUT018,954.0
NCT18,OUT049,2982.0
NCB31,OUT013,4092.0
FDK57,OUT035,2054.0
FDY04,OUT019,770.0
NCP54,OUT046,1942.0
FDF41,OUT013,3872.0
FDM01,OUT045,1606.0
FDW03,OUT045,1646.0
FDF28,OUT045,1930.0
FDY37,OUT017,2394.0
FDQ03,OUT017,3866.0
FDP51,OUT027,3446.0
FDJ40,OUT017,1906.0
FDC32,OUT049,1622.0
DRI49,OUT027,2786.0
NCW54,OUT017,956.0
FDF09,OUT017,736.0
FDP45,OUT018,3702.0
DRJ23,OUT018,2662.0
FDS59,OUT017,1910.0
FDY08,OUT046,2262.0
FDX16,OUT049,2470.0
FDY16,OUT018,2666.0
FDK32,OUT035,2618.0
FDQ22,OUT013,704.0
NCC31,OUT018,2154.0
FDG58,OUT049,2598.0
DRF48,OUT013,3020.0
DRH36,OUT049,1310.0
NCR30,OUT035,1338.0
FDB03,OUT019,1962.0
FDZ28,OUT027,3550.0
FDR35,OUT017,3234.0
DRD15,OUT027,5162.0
FDJ33,OUT019,154.0
FDA56,OUT010,26.0
FDP56,OUT046,830.0
NCT30,OUT046,790.0
FDK15,OUT017,1694.0
FDH44,OUT018,2090.0
FDV01,OUT013,2520.0
DRG03,OUT017,2500.0
FDG50,OUT027,2958.0
FDR16,OUT010,1502.0
FDZ60,OUT046,1750.0
DRG03,OUT045,2370.0
FDS56,OUT018,3906.0
FDU33,OUT045,706.0
DRD27,OUT035,1738.0
FDW22,OUT046,3590.0
DRA24,OUT045,2550.0
FDF38,OUT049,822.0
FDX48,OUT013,2528.0
FDS58,OUT018,2306.0
FDC32,OUT046,1518.0
NCQ29,OUT045,4006.0
DRK39,OUT018,1058.0
NCS38,OUT017,1872.0
DRO47,OUT013,1812.0
DRG27,OUT027,2194.0
FDC57,OUT027,4566.0
FDS55,OUT046,2358.0
NCJ06,OUT018,1590.0
FDO01,OUT019,258.0
NCM55,OUT045,2830.0
FDC52,OUT049,2582.0
FDQ15,OUT045,1246.0
NCT30,OUT027,2242.0
NCR42,OUT027,2018.0
FDD28,OUT035,1106.0
FDQ34,OUT049,1782.0
FDZ12,OUT027,3766.0
DRE13,OUT019,-466.0
NCN07,OUT019,234.0
FDM28,OUT035,3018.0
FDI10,OUT017,2842.0
FDQ25,OUT013,2776.0
FDA38,OUT010,1906.0
DRI13,OUT049,3542.0
FDY20,OUT027,2982.0
NCZ53,OUT035,3082.0
NCM31,OUT013,2276.0
DRB01,OUT017,3066.0
DRF37,OUT046,4142.0
NCF42,OUT049,2878.0
FDF16,OUT018,2070.0
FDB41,OUT013,864.0
FDR34,OUT013,3664.0
FDR15,OUT018,2226.0
NCV42,OUT019,-94.0
FDW51,OUT035,3530.0
FDU36,OUT017,1654.0
FDX60,OUT049,1430.0
FDY03,OUT035,1994.0
FDW55,OUT045,3882.0
FDT01,OUT010,1450.0
FDG58,OUT013,2520.0
FDK21,OUT017,4028.0
NCS41,OUT019,994.0
FDS10,OUT045,2810.0
NCT53,OUT046,2614.0
FDJ28,OUT018,2734.0
FDX44,OUT045,1346.0
FDT20,OUT018,362.0
FDO44,OUT017,1844.0
NCX17,OUT049,3782.0
FDY01,OUT017,1970.0
FDJ12,OUT027,4846.0
DRK35,OUT018,318.0
FDD47,OUT019,826.0
NCM53,OUT035,1818.0
FDO45,OUT013,1488.0
NCM42,OUT010,-190.0
FDE04,OUT046,2918.0
NCI30,OUT027,5362.0
FDZ19,OUT013,2800.0
FDW57,OUT013,2872.0
FDA25,OUT013,1712.0
FDT22,OUT046,990.0
FDP51,OUT013,1968.0
FDD48,OUT027,3366.0
FDY39,OUT035,3082.0
FDO48,OUT010,1638.0
FDD23,OUT027,4470.0
DRN35,OUT027,2114.0
FDT01,OUT035,3546.0
FDC20,OUT010,-1002.0
DRJ35,OUT035,1162.0
FDB32,OUT046,1542.0
FDL24,OUT046,2814.0
NCV42,OUT035,1922.0
FDZ46,OUT046,1782.0
FDC15,OUT013,2488.0
FDD08,OUT019,-1210.0
FDY50,OUT049,1542.0
FDD36,OUT013,1944.0
FDG57,OUT027,2310.0
FDL21,OUT018,442.0
FDN16,OUT027,3174.0
FDJ09,OUT027,2262.0
FDS01,OUT010,942.0
FDV33,OUT017,4230.0
DRE12,OUT017,1904.0
FDR07,OUT013,1600.0
FDP48,OUT010,1038.0
NCB55,OUT035,1046.0
FDQ08,OUT013,1056.0
FDR34,OUT035,3838.0
FDO33,OUT046,1822.0
FDP13,OUT045,602.0
FDX12,OUT049,3998.0
NCT06,OUT049,2734.0
FDR16,OUT019,1554.0
FDE36,OUT046,2686.0
FDZ36,OUT049,3086.0
FDV13,OUT045,1390.0
NCZ17,OUT035,726.0
FDU56,OUT045,2838.0
FDM09,OUT035,2890.0
FDV02,OUT017,2814.0
FDS34,OUT018,1550.0
FDA11,OUT049,1654.0
FDP09,OUT017,3438.0
FDB29,OUT027,3366.0
FDT19,OUT017,2848.0
DRH15,OUT017,808.0
FDY38,OUT046,3742.0
FDF14,OUT027,3918.0
FDN48,OUT010,-410.0
FDQ12,OUT013,3680.0
NCJ43,OUT045,2638.0
FDE17,OUT019,602.0
FDB05,OUT035,4070.0
FDH10,OUT045,2982.0
NCR06,OUT017,748.0
FDU32,OUT018,1654.0
FDD56,OUT049,2902.0
FDO36,OUT018,2578.0
FDH16,OUT010,-434.0
FDX10,OUT018,338.0
FDZ37,OUT017,1554.0
FDU31,OUT010,1574.0
DRC49,OUT049,2366.0
FDL15,OUT045,2358.0
FDN32,OUT019,1102.0
DRH59,OUT027,2690.0
NCU29,OUT049,2438.0
FDR37,OUT019,1090.0
FDS14,OUT018,2202.0
FDU02,OUT027,5078.0
FDJ08,OUT035,3190.0
NCZ06,OUT045,3886.0
FDO31,OUT049,1478.0
FDH31,OUT018,1378.0
FDS58,OUT017,2670.0
NCA53,OUT027,2282.0
FDF50,OUT046,3150.0
NCW42,OUT049,3606.0
NCQ17,OUT045,2362.0
FDK51,OUT018,3878.0
NCW41,OUT010,558.0
NCR29,OUT017,960.0
FDB08,OUT019,670.0
FDA40,OUT027,2910.0
FDL14,OUT018,2254.0
FDB47,OUT046,3302.0
FDO03,OUT035,3794.0
DRK13,OUT019,1238.0
FDX13,OUT010,2006.0
FDF52,OUT046,2926.0
FDT11,OUT013,3056.0
FDB08,OUT013,2584.0
FDQ28,OUT018,2218.0
FDD29,OUT045,3918.0
NCQ29,OUT027,5570.0
NCO02,OUT013,1060.0
FDR56,OUT010,1210.0
NCM54,OUT049,2094.0
FDP51,OUT035,2050.0
FDT38,OUT013,1408.0
FDZ20,OUT018,3706.0
FDJ53,OUT013,1960.0
FDX13,OUT049,4046.0
FDP58,OUT035,3618.0
NCK31,OUT019,-1022.0
FDA35,OUT018,1714.0
FDV37,OUT018,2886.0
NCO07,OUT027,4842.0
FDA20,OUT045,2894.0
FDZ59,OUT035,2850.0
NCY17,OUT017,784.0
FDQ28,OUT035,2622.0
FDV35,OUT017,2532.0
FDQ36,OUT013,656.0
FDD34,OUT018,2306.0
FDK51,OUT045,4114.0
FDV31,OUT035,2926.0
FDR04,OUT035,1702.0
FDR14,OUT049,1014.0
DRC36,OUT010,884.0
FDE39,OUT019,78.0
FDP57,OUT049,1798.0
FDE57,OUT046,2278.0
NCN18,OUT046,1766.0
NCQ05,OUT018,2062.0
FDW47,OUT035,2070.0
FDV46,OUT035,2354.0
NCP29,OUT045,910.0
FDE09,OUT018,1486.0
NCU06,OUT027,5082.0
FDT19,OUT010,850.0
DRF15,OUT017,2504.0
DRI51,OUT013,2724.0
NCX54,OUT013,1668.0
DRE01,OUT013,3812.0
NCB07,OUT045,2982.0
FDU50,OUT035,2010.0
FDG40,OUT035,738.0
FDW10,OUT018,2490.0
FDX51,OUT013,3152.0
NCP17,OUT045,930.0
FDP21,OUT035,3166.0
FDL04,OUT045,1610.0
FDV23,OUT013,1992.0
FDF24,OUT046,1390.0
FDH56,OUT027,3358.0
FDB51,OUT049,1134.0
FDI58,OUT027,3062.0
FDR20,OUT013,856.0
FDC51,OUT018,1718.0
FDB16,OUT027,2894.0
FDE40,OUT049,1142.0
NCM17,OUT035,842.0
FDU56,OUT035,3090.0
FDS32,OUT019,434.0
FDX02,OUT049,3662.0
FDT39,OUT027,3966.0
FDE35,OUT017,1066.0
NCI42,OUT019,1442.0
DRL23,OUT046,1726.0
FDA10,OUT046,1966.0
FDA11,OUT013,1576.0
NCM06,OUT046,2446.0
NCT05,OUT035,4178.0
NCQ02,OUT010,1010.0
NCY06,OUT049,2158.0
FDY56,OUT035,3734.0
FDL02,OUT035,1858.0
NCI06,OUT035,2942.0
FDQ14,OUT045,2314.0
FDQ12,OUT017,3694.0
FDP36,OUT046,870.0
FDK21,OUT027,5462.0
FDO40,OUT045,2286.0
NCK54,OUT019,2.0
FDY09,OUT018,2518.0
NCW30,OUT049,4206.0
NCC55,OUT027,2074.0
FDE58,OUT018,1586.0
FDR39,OUT013,2952.0
FDU28,OUT049,3110.0
FDH08,OUT017,3694.0
FDG35,OUT045,2754.0
FDG22,OUT049,758.0
FDC34,OUT035,2658.0
FDP15,OUT018,3722.0
FDK34,OUT010,1870.0
FDU45,OUT035,2046.0
FDQ04,OUT027,2166.0
FDX22,OUT018,3066.0
FDB45,OUT017,1758.0
NCH43,OUT027,4882.0
DRE60,OUT046,3542.0
FDD17,OUT027,5230.0
NCM54,OUT017,2084.0
NCH55,OUT013,2036.0
NCT06,OUT017,2676.0
FDA48,OUT027,4990.0
FDY58,OUT027,5102.0
FDO25,OUT045,3254.0
FDN50,OUT045,1498.0
FDH35,OUT035,2770.0
FDK09,OUT045,3510.0
FDO16,OUT013,1376.0
FDW11,OUT045,974.0
FDU47,OUT027,3758.0
NCQ42,OUT010,106.0
FDK55,OUT027,2942.0
FDN08,OUT049,2014.0
FDT57,OUT045,3686.0
FDJ12,OUT018,3030.0
DRL59,OUT017,950.0
NCN53,OUT046,598.0
FDO51,OUT010,-1138.0
FDK56,OUT017,3058.0
FDY12,OUT035,1038.0
FDU15,OUT035,810.0
FDQ19,OUT046,3902.0
DRF15,OUT045,2370.0
DRE25,OUT019,-386.0
FDK57,OUT018,1610.0
FDD33,OUT010,1726.0
FDR34,OUT027,5150.0
FDU04,OUT045,1874.0
FDE35,OUT019,-830.0
NCD31,OUT035,2706.0
FDJ56,OUT035,1738.0
NCU53,OUT046,2606.0
FDD39,OUT035,3546.0
NCU17,OUT019,-246.0
FDJ20,OUT046,2030.0
NCW41,OUT018,2170.0
FDL52,OUT035,834.0
FDS39,OUT035,2406.0
DRJ47,OUT045,2678.0
FDP13,OUT010,-1222.0
DRK39,OUT010,-584.0
FDF28,OUT010,146.0
FDB09,OUT045,1934.0
FDM51,OUT046,1678.0
DRM49,OUT018,470.0
DRF23,OUT013,2804.0
DRH01,OUT035,2870.0
FDH12,OUT027,3214.0
FDA28,OUT019,170.0
FDW37,OUT018,1154.0
FDF02,OUT046,1686.0
DRL37,OUT046,750.0
NCF43,OUT046,2246.0
FDH08,OUT010,1702.0
FDR34,OUT019,1810.0
NCK19,OUT049,3166.0
NCD55,OUT018,390.0
FDT27,OUT049,3838.0
FDQ57,OUT045,2270.0
FDA47,OUT035,2754.0
DRG15,OUT027,2514.0
FDE05,OUT018,2066.0
FDN46,OUT046,1670.0
FDX27,OUT027,3014.0
FDT51,OUT045,1742.0
FDU33,OUT013,808.0
FDJ16,OUT027,2470.0
FDD20,OUT019,110.0
FDT36,OUT049,686.0
DRF15,OUT027,3914.0
FDN52,OUT010,-478.0
FDC22,OUT027,4542.0
FDX15,OUT045,2462.0
FDT13,OUT013,3008.0
FDU04,OUT017,2034.0
FDU31,OUT019,1602.0
FDW59,OUT027,2886.0
NCO29,OUT046,2622.0
FDL15,OUT035,2574.0
FDI41,OUT049,2470.0
FDQ48,OUT049,1750.0
DRI39,OUT013,932.0
FDI08,OUT013,4024.0
FDC21,OUT049,1926.0
FDF58,OUT035,1182.0
FDS08,OUT010,910.0
FDE47,OUT045,1898.0
NCP18,OUT019,538.0
NCR41,OUT013,1564.0
FDA27,OUT013,4080.0
FDA43,OUT035,3222.0
FDA49,OUT045,1326.0
NCE55,OUT018,2482.0
DRM49,OUT027,2266.0
FDF22,OUT027,4886.0
FDQ15,OUT018,1034.0
NCS54,OUT017,2832.0
NCY05,OUT013,612.0
FDR45,OUT046,3814.0
FDK57,OUT049,2054.0
FDF41,OUT010,1978.0
FDV21,OUT046,2014.0
FDD51,OUT046,774.0
FDF33,OUT046,1790.0
FDA38,OUT046,3798.0
FDR56,OUT045,3054.0
NCN41,OUT017,1996.0
FDC60,OUT027,2942.0
FDB47,OUT045,3214.0
DRH01,OUT013,2796.0
FDW08,OUT046,1694.0
FDF38,OUT027,2198.0
FDY32,OUT017,2662.0
FDG34,OUT049,1918.0
FDG47,OUT019,2254.0
NCF18,OUT035,3114.0
FDL39,OUT019,1050.0
NCH55,OUT035,2130.0
DRJ35,OUT049,1110.0
FDS44,OUT035,3938.0
DRE01,OUT018,3478.0
FDY39,OUT013,2992.0
FDY32,OUT018,2262.0
FDR33,OUT027,3286.0
NCP50,OUT049,1406.0
FDZ47,OUT018,1330.0
FDU57,OUT049,2574.0
FDY44,OUT013,3152.0
DRH59,OUT018,898.0
FDB03,OUT027,5302.0
FDY46,OUT045,2890.0
FDM39,OUT045,2738.0
FDY36,OUT035,1378.0
NCM55,OUT035,3030.0
FDJ50,OUT010,-1030.0
DRL60,OUT013,2428.0
NCJ54,OUT049,3750.0
FDX59,OUT017,668.0
FDI07,OUT013,3224.0
DRF51,OUT010,-1288.0
FDM14,OUT017,1854.0
FDP21,OUT045,2946.0
FDE40,OUT035,1214.0
FDE05,OUT035,2530.0
FDM13,OUT027,3614.0
FDC34,OUT027,4006.0
NCI55,OUT018,1642.0
NCE43,OUT018,2338.0
FDW58,OUT018,1434.0
FDG60,OUT045,3630.0
FDV31,OUT017,2874.0
FDR47,OUT013,3104.0
FDM60,OUT019,-1134.0
NCF06,OUT018,3750.0
NCN26,OUT027,3338.0
FDQ59,OUT049,1542.0
FDF09,OUT046,662.0
NCS06,OUT017,4228.0
FDT44,OUT046,1910.0
FDI19,OUT017,3940.0
FDT22,OUT017,1062.0
NCF54,OUT027,4170.0
DRG25,OUT045,2866.0
FDB59,OUT017,3218.0
FDQ37,OUT017,3162.0
FDP56,OUT035,950.0
FDW44,OUT035,2918.0
FDJ26,OUT010,1514.0
FDU43,OUT018,3490.0
FDW33,OUT045,1606.0
NCX53,OUT027,3746.0
FDN56,OUT010,434.0
DRF15,OUT049,2542.0
FDO33,OUT017,1914.0
FDZ39,OUT010,-198.0
NCJ19,OUT017,956.0
FDU01,OUT035,3122.0
FDT12,OUT035,3726.0
NCM18,OUT018,682.0
FDP19,OUT017,2122.0
NCR42,OUT049,662.0
FDN10,OUT046,1926.0
FDG44,OUT017,982.0
FDQ10,OUT046,2758.0
DRH13,OUT049,1814.0
FDT52,OUT013,3936.0
FDM56,OUT045,1702.0
NCO43,OUT010,-318.0
NCV29,OUT035,2930.0
NCF06,OUT013,4100.0
FDO50,OUT035,1622.0
FDT59,OUT013,3672.0
FDX40,OUT027,2118.0
FDE50,OUT017,3084.0
FDX51,OUT017,3246.0
NCD30,OUT018,1262.0
FDK15,OUT013,1640.0
FDL12,OUT045,958.0
FDK46,OUT017,4176.0
DRH49,OUT010,-604.0
FDQ57,OUT046,2374.0
FDY59,OUT017,1598.0
FDO09,OUT018,3854.0
NCG30,OUT035,2122.0
FDM09,OUT017,2796.0
NCN17,OUT027,3082.0
NCS42,OUT013,1444.0
FDD02,OUT019,14.0
FDE34,OUT013,2912.0
FDU38,OUT045,2974.0
FDB33,OUT046,2542.0
NCJ29,OUT017,1460.0
FDZ27,OUT035,958.0
FDI40,OUT013,1664.0
FDG22,OUT013,712.0
FDT51,OUT017,1910.0
FDF20,OUT018,2854.0
FDV50,OUT035,2090.0
FDT02,OUT049,742.0
DRC49,OUT017,2378.0
FDF26,OUT049,2574.0
FDV52,OUT035,2074.0
FDX59,OUT049,718.0
FDV25,OUT035,3658.0
FDW23,OUT027,2150.0
FDE53,OUT018,1442.0
FDA19,OUT017,2164.0
FDH22,OUT046,2030.0
NCO41,OUT013,1580.0
FDX12,OUT017,3938.0
FDF17,OUT013,3152.0
FDS11,OUT045,3474.0
FDR51,OUT035,2554.0
FDT49,OUT010,-238.0
FDC56,OUT013,1944.0
FDR13,OUT027,3398.0
FDQ60,OUT035,2102.0
FDN38,OUT049,4070.0
NCL29,OUT013,2492.0
FDO13,OUT027,4102.0
FDE26,OUT018,1990.0
FDA31,OUT010,810.0
FDX14,OUT035,1374.0
FDA34,OUT045,2698.0
FDF26,OUT013,2504.0
FDE38,OUT045,2574.0
DRI11,OUT046,1846.0
FDQ60,OUT027,3422.0
FDL21,OUT027,2206.0
DRC12,OUT027,4530.0
FDC47,OUT046,3614.0
FDE57,OUT045,2162.0
FDT14,OUT045,1874.0
NCZ53,OUT046,2998.0
FDE28,OUT018,3362.0
FDR19,OUT035,2462.0
NCF54,OUT019,866.0
FDZ08,OUT046,1374.0
NCJ05,OUT018,2122.0
FDF59,OUT046,2054.0
NCO05,OUT035,1730.0
FDW24,OUT018,534.0
NCX42,OUT018,2314.0
NCA53,OUT035,926.0
FDI45,OUT019,950.0
FDG46,OUT046,1878.0
FDM20,OUT010,1930.0
FDW11,OUT010,-898.0
FDX08,OUT035,2998.0
NCK17,OUT035,802.0
FDK32,OUT018,2158.0
NCA42,OUT035,2650.0
DRI01,OUT035,2850.0
NCL55,OUT049,4094.0
DRE25,OUT018,1214.0
FDD14,OUT017,2974.0
FDB10,OUT046,3742.0
DRN11,OUT035,2426.0
FDP38,OUT018,558.0
NCA30,OUT017,3024.0
FDT15,OUT017,3054.0
NCP55,OUT018,618.0
FDF12,OUT035,2510.0
FDM21,OUT018,3746.0
FDX56,OUT035,3438.0
FDF10,OUT017,2422.0
FDT32,OUT045,2966.0
FDM51,OUT018,1378.0
NCR50,OUT018,2134.0
FDI19,OUT049,3942.0
FDX21,OUT017,1814.0
FDR31,OUT035,2502.0
FDY02,OUT013,4176.0
NCA29,OUT045,2602.0
NCX17,OUT046,3638.0
FDM12,OUT045,2974.0
FDI53,OUT027,4062.0
NCU30,OUT049,2694.0
FDC56,OUT027,3422.0
FDK27,OUT018,1682.0
NCK18,OUT017,2700.0
FDB52,OUT019,2206.0
DRG25,OUT027,4474.0
FDZ13,OUT049,998.0
FDB57,OUT019,1722.0
FDR40,OUT046,1414.0
NCO14,OUT019,-1142.0
NCN19,OUT045,2918.0
FDQ28,OUT019,642.0
FDO13,OUT018,2322.0
FDK48,OUT013,1296.0
FDU07,OUT018,2134.0
FDW20,OUT046,2006.0
FDV12,OUT010,-290.0
FDH24,OUT013,2552.0
FDV59,OUT049,3534.0
FDK57,OUT045,1846.0
FDL16,OUT027,2238.0
NCQ17,OUT046,2454.0
FDJ15,OUT018,2686.0
FDX24,OUT049,1638.0
FDT47,OUT046,1622.0
FDT10,OUT049,1158.0
FDZ37,OUT018,1170.0
FDW43,OUT027,5158.0
DRN36,OUT017,1618.0
FDJ14,OUT045,1270.0
FDA32,OUT013,3472.0
FDJ38,OUT019,1186.0
FDQ57,OUT017,2430.0
NCQ41,OUT019,1186.0
FDG56,OUT049,1142.0
DRC13,OUT027,3506.0
FDV55,OUT035,2454.0
FDQ49,OUT045,2466.0
FDE29,OUT010,-946.0
FDR03,OUT013,3336.0
FDD45,OUT049,1606.0
FDN38,OUT010,2050.0
FDT56,OUT046,1014.0
FDT48,OUT045,3094.0
FDU03,OUT049,3014.0
FDC56,OUT010,-30.0
NCO43,OUT027,3058.0
FDQ27,OUT017,1762.0
FDR03,OUT046,3334.0
DRH23,OUT010,-1060.0
FDG22,OUT045,614.0
NCJ42,OUT013,1668.0
FDR24,OUT046,1526.0
FDW60,OUT035,2986.0
FDJ08,OUT013,3032.0
DRL59,OUT018,566.0
FDG60,OUT010,1758.0
FDW27,OUT017,2586.0
FDX14,OUT018,958.0
FDC20,OUT013,968.0
NCS29,OUT018,3822.0
FDJ56,OUT046,1622.0
FDB20,OUT019,-610.0
FDL28,OUT027,5142.0
FDW01,OUT018,2118.0
FDL03,OUT046,3198.0
FDX22,OUT049,3470.0
FDJ21,OUT035,2494.0
FDR31,OUT045,2314.0
FDG21,OUT035,2578.0
FDS22,OUT027,2254.0
FDK08,OUT035,1774.0
FDE17,OUT018,2158.0
NCN30,OUT017,1604.0
FDT50,OUT046,1622.0
NCX42,OUT049,2694.0
FDJ12,OUT035,3474.0
NCA18,OUT027,3338.0
FDP23,OUT019,1582.0
FDX12,OUT013,3888.0
FDN40,OUT018,2130.0
FDV48,OUT035,1450.0
NCY54,OUT013,2700.0
FDL16,OUT010,-1178.0
FDR45,OUT018,3498.0
